qid,docid,docno,rank,score,query
Q2,1027,2043079785606263253,70,4.990520550517346,revolutionary guard Iran
Q2,1076,2043347735936487820,71,4.990520550517346,revolutionary guard Iran
Q2,1082,2043370816688079280,72,4.990520550517346,revolutionary guard Iran
Q2,1129,2043754133945987519,73,4.990520550517346,revolutionary guard Iran
Q2,737,2041296750971936998,74,4.978795700416246,revolutionary guard Iran
Q2,881,2041913431679238541,75,4.978795700416246,revolutionary guard Iran
Q2,221,2016895598029656493,76,4.938962611045585,revolutionary guard Iran
Q2,723,2041223624690979184,77,4.938962611045585,revolutionary guard Iran
Q2,779,2041505141761941681,78,4.938962611045585,revolutionary guard Iran
Q2,805,2041573835456098807,79,4.938962611045585,revolutionary guard Iran
Q2,1083,2043376370596594138,80,4.938962611045585,revolutionary guard Iran
Q2,1084,2043380442435658054,81,4.938962611045585,revolutionary guard Iran
Q2,1099,2043483889696477425,82,4.938962611045585,revolutionary guard Iran
Q2,1168,2044136965088419915,83,4.938962611045585,revolutionary guard Iran
Q2,1321,2045142699603272012,84,4.938962611045585,revolutionary guard Iran
Q2,1386,2045185668197069263,85,4.938962611045585,revolutionary guard Iran
Q2,644,2040583970157433065,86,4.888459086386228,revolutionary guard Iran
Q2,684,2041057560120164829,87,4.888459086386228,revolutionary guard Iran
Q2,724,2041224272442728633,88,4.888459086386228,revolutionary guard Iran
Q2,764,2041473155336675708,89,4.888459086386228,revolutionary guard Iran
Q2,818,2041630219145019473,90,4.888459086386228,revolutionary guard Iran
Q2,857,2041835756512055497,91,4.888459086386228,revolutionary guard Iran
Q2,1026,2043078756114534791,92,4.888459086386228,revolutionary guard Iran
Q2,1092,2043424960853819509,93,4.888459086386228,revolutionary guard Iran
Q2,1101,2043511750663045238,94,4.888459086386228,revolutionary guard Iran
Q2,1585,2046718176524894668,95,4.888459086386228,revolutionary guard Iran
Q2,735,2041272834836566461,96,4.838977958084976,revolutionary guard Iran
Q2,864,2041856642388541623,97,4.838977958084976,revolutionary guard Iran
Q2,872,2041892624752103895,98,4.838977958084976,revolutionary guard Iran
Q2,905,2041975617802150183,99,4.838977958084976,revolutionary guard Iran
Q3,743,2041329353255227434,0,7.374399781561593,supreme leader Iran
Q3,1085,2043382231994130437,1,7.135724494404083,supreme leader Iran
Q3,862,2041851209233977356,2,7.022088200779418,supreme leader Iran
Q3,1091,2043416241323573250,3,7.022088200779418,supreme leader Iran
Q3,939,2042283564201279622,4,6.814979395694229,supreme leader Iran
Q3,725,2041226127361155509,5,6.8053383996338015,supreme leader Iran
Q3,963,2042340463856976032,6,6.736186171108509,supreme leader Iran
Q3,873,2041893075359035492,7,6.618785516677995,supreme leader Iran
Q3,1062,2043276443149565998,8,6.601568713883549,supreme leader Iran
Q3,823,2041652041152377093,9,6.504192421337508,supreme leader Iran
Q3,945,2042297199455838407,10,6.409647064809274,supreme leader Iran
Q3,971,2042427545522749578,11,6.409647064809274,supreme leader Iran
Q3,1002,2042852748056465743,12,6.409647064809274,supreme leader Iran
Q3,964,2042343832587530364,13,6.317810961093309,supreme leader Iran
Q3,1003,2042863157425705399,14,6.317810961093309,supreme leader Iran
Q3,909,2041979048478273699,15,6.229382748064992,supreme leader Iran
Q3,714,2041191059212861518,16,6.228569302283871,supreme leader Iran
Q3,716,2041197877607772248,17,6.228569302283871,supreme leader Iran
Q3,761,2041472008869851408,18,6.228569302283871,supreme leader Iran
Q3,822,2041651975146606999,19,6.228569302283871,supreme leader Iran
Q3,940,2042285167403024731,20,6.214759660322224,supreme leader Iran
Q3,715,2041193014966505622,21,6.141813676956451,supreme leader Iran
Q3,835,2041690421710000443,22,6.057441630815288,supreme leader Iran
Q3,143,1936600833225076779,23,5.975356263063313,supreme leader Iran
Q3,747,2041356402208162029,24,5.975356263063313,supreme leader Iran
Q3,1001,2042841960411439367,25,5.914066690757179,supreme leader Iran
Q3,961,2042335225028686131,26,5.89546585515126,supreme leader Iran
Q3,306,2028968010401112477,27,5.81768352891553,supreme leader Iran
Q3,1072,2043325641043452383,28,5.7419269314260095,supreme leader Iran
Q3,1236,2044799934067581288,29,5.7419269314260095,supreme leader Iran
Q3,796,2041546858108276974,30,5.668117944140411,supreme leader Iran
Q3,1230,2044760428287258719,31,5.668117944140411,supreme leader Iran
Q3,1008,2042928374646030441,32,5.596182414205788,supreme leader Iran
Q3,157,1938574104220549315,33,5.565147317759924,supreme leader Iran
Q3,1778,2047365262689653044,34,5.526049905964377,supreme leader Iran
Q3,937,2042267020025074046,35,5.457653470913231,supreme leader Iran
Q3,1023,2043061052804382872,36,5.431771798099058,supreme leader Iran
Q3,373,2032162209023856804,37,5.390929434538397,supreme leader Iran
Q3,139,1935451943360479269,38,5.325817198596925,supreme leader Iran
Q3,145,1936790276540178516,39,5.325817198596925,supreme leader Iran
Q3,1137,2043790684029632994,40,5.262259057556244,supreme leader Iran
Q3,282,2027963709419884746,41,5.256266329022475,supreme leader Iran
Q3,1532,2046639541792997576,42,5.200145002562424,supreme leader Iran
Q3,1534,2046641570234163460,43,5.200145002562424,supreme leader Iran
Q3,1016,2042994145980006565,44,5.1991830078328665,supreme leader Iran
Q3,1154,2044007763613802566,45,5.180776868962413,supreme leader Iran
Q3,1822,2047440045217648711,46,5.145227042944433,supreme leader Iran
Q3,825,2041653522727411981,47,5.139587690095823,supreme leader Iran
Q3,958,2042332581614477464,48,5.139587690095823,supreme leader Iran
Q3,1009,2042933456632447058,49,5.139587690095823,supreme leader Iran
Q3,77,1851879157862387912,50,5.091473741727955,supreme leader Iran
Q3,821,2041651397356138962,51,5.091473741727955,supreme leader Iran
Q3,946,2042297432432615708,52,5.080372039697304,supreme leader Iran
Q3,1486,2046547113446924778,53,5.080372039697304,supreme leader Iran
Q3,888,2041917081164120344,54,5.022505350981875,supreme leader Iran
Q3,138,1935292405785518424,55,4.966576114033659,supreme leader Iran
Q3,717,2041199172607438871,56,4.966576114033659,supreme leader Iran
Q3,1536,2046644447790924187,57,4.966576114033659,supreme leader Iran
Q3,1538,2046647550057611739,58,4.966576114033659,supreme leader Iran
Q3,371,2032114436945645765,59,4.965942048052853,supreme leader Iran
Q3,1006,2042898166832636385,60,4.965942048052853,supreme leader Iran
Q3,947,2042300396878586357,61,4.919727297457386,supreme leader Iran
Q3,938,2042270245339942916,62,4.910638585246597,supreme leader Iran
Q3,969,2042382862721429923,63,4.910638585246597,supreme leader Iran
Q3,1951,2048068534106800339,64,4.910638585246597,supreme leader Iran
Q3,565,2039280096024908046,65,4.8873890771856,supreme leader Iran
Q3,957,2042332525121650848,66,4.8873890771856,supreme leader Iran
