qid,docid,docno,rank,score,query
Q3,373,2032162209023856804,37,5.275527676214192,supreme leader Iran
Q3,139,1935451943360479269,38,5.211809275344633,supreme leader Iran
Q3,145,1936790276540178516,39,5.211809275344633,supreme leader Iran
Q3,1137,2043790684029632994,40,5.1496117014048535,supreme leader Iran
Q3,282,2027963709419884746,41,5.148587745351871,supreme leader Iran
Q3,1532,2046639541792997576,42,5.093676940686092,supreme leader Iran
Q3,1534,2046641570234163460,43,5.093676940686092,supreme leader Iran
Q3,1016,2042994145980006565,44,5.064891519051606,supreme leader Iran
Q3,1154,2044007763613802566,45,5.051830632818171,supreme leader Iran
Q3,1822,2047440045217648711,46,5.039942573413244,supreme leader Iran
Q3,825,2041653522727411981,47,5.029566317399207,supreme leader Iran
Q3,958,2042332581614477464,48,5.029566317399207,supreme leader Iran
Q3,1009,2042933456632447058,49,5.029566317399207,supreme leader Iran
Q3,77,1851879157862387912,50,4.98734682415041,supreme leader Iran
Q3,821,2041651397356138962,51,4.98734682415041,supreme leader Iran
Q3,946,2042297432432615708,52,4.971618275909187,supreme leader Iran
Q3,1486,2046547113446924778,53,4.971618275909187,supreme leader Iran
Q3,888,2041917081164120344,54,4.914990319346952,supreme leader Iran
Q3,138,1935292405785518424,55,4.867785564296943,supreme leader Iran
Q3,717,2041199172607438871,56,4.867785564296943,supreme leader Iran
Q3,1536,2046644447790924187,57,4.867785564296943,supreme leader Iran
Q3,1538,2046647550057611739,58,4.867785564296943,supreme leader Iran
Q3,371,2032114436945645765,59,4.8596378474432465,supreme leader Iran
Q3,1006,2042898166832636385,60,4.8596378474432465,supreme leader Iran
Q3,947,2042300396878586357,61,4.821954248460367,supreme leader Iran
Q3,938,2042270245339942916,62,4.805518246701363,supreme leader Iran
Q3,969,2042382862721429923,63,4.805518246701363,supreme leader Iran
Q3,1951,2048068534106800339,64,4.805518246701363,supreme leader Iran
Q3,565,2039280096024908046,65,4.787648432358138,supreme leader Iran
Q3,957,2042332525121650848,66,4.787648432358138,supreme leader Iran
Q3,76,1851722418638798923,67,4.76805858904431,supreme leader Iran
Q3,156,1938512725446980059,68,4.752590780986635,supreme leader Iran
Q3,913,2042049857662148959,69,4.752590780986635,supreme leader Iran
Q3,924,2042143766983614481,70,4.752590780986635,supreme leader Iran
Q3,928,2042163101403951467,71,4.752590780986635,supreme leader Iran
Q3,980,2042522040100622762,72,4.752590780986635,supreme leader Iran
Q3,207,2012611071631069271,73,4.7402321659512605,supreme leader Iran
Q3,677,2040967513471844629,74,4.732929453649222,supreme leader Iran
Q3,693,2041113384348000301,75,4.732929453649222,supreme leader Iran
Q3,1104,2043576548951986377,76,4.732929453649222,supreme leader Iran
Q3,1005,2042891057701228567,77,4.700816489267376,supreme leader Iran
Q3,1798,2047394723615191461,78,4.700816489267376,supreme leader Iran
Q3,1799,2047395019049562324,79,4.700816489267376,supreme leader Iran
Q3,1801,2047396765645635915,80,4.700816489267376,supreme leader Iran
Q3,1804,2047400916400341040,81,4.700816489267376,supreme leader Iran
Q3,1237,2044802741663371609,82,4.693758723727075,supreme leader Iran
Q3,1531,2046639235474829577,83,4.693758723727075,supreme leader Iran
Q3,237,2020463779293634874,84,4.650158089967809,supreme leader Iran
Q3,243,2023808410979103086,85,4.650158089967809,supreme leader Iran
Q3,1087,2043386242407227871,86,4.648199974847692,supreme leader Iran
Q3,981,2042532690545787327,87,4.605609734516427,supreme leader Iran
Q3,791,2041526085691576715,88,4.603528904950538,supreme leader Iran
Q3,105,1924347769172496806,89,4.600579891439489,supreme leader Iran
Q3,745,2041353740163117314,90,4.600579891439489,supreme leader Iran
Q3,962,2042338557638152358,91,4.600579891439489,supreme leader Iran
Q3,986,2042618286785880561,92,4.564733987724218,supreme leader Iran
Q3,1013,2042958868314034550,93,4.559719561002426,supreme leader Iran
Q3,1528,2046638153566671194,94,4.559719561002426,supreme leader Iran
Q3,1551,2046659752806191603,95,4.559719561002426,supreme leader Iran
Q3,1562,2046672763143012425,96,4.559719561002426,supreme leader Iran
Q3,70,1850490823873298639,97,4.552047708099438,supreme leader Iran
Q3,73,1850758670176378956,98,4.552047708099438,supreme leader Iran
Q3,977,2042495007136096328,99,4.552047708099438,supreme leader Iran
Q4,655,2040755876144017464,0,7.769995800627875,US bases attack Iran
Q4,624,2040366113784004635,1,7.7519316009539425,US bases attack Iran
Q4,1203,2044483418298151413,2,7.535350670408689,US bases attack Iran
Q4,798,2041562899844333831,3,6.954555775347393,US bases attack Iran
Q4,1212,2044561681259332038,4,6.86660259225828,US bases attack Iran
Q4,654,2040754946946285878,5,6.847638643044098,US bases attack Iran
Q4,1074,2043334979820675327,6,6.780910836607145,US bases attack Iran
Q4,1210,2044558953883844890,7,6.780910836607145,US bases attack Iran
Q4,1211,2044559952836973032,8,6.780910836607145,US bases attack Iran
Q4,736,2041287377302467039,9,6.768130714190197,US bases attack Iran
Q4,910,2041994645157159342,10,6.768130714190197,US bases attack Iran
Q4,911,2042016192261415250,11,6.768130714190197,US bases attack Iran
Q4,2024,2048295937877913884,12,6.758795278818732,US bases attack Iran
Q4,578,2039528544825647122,13,6.697392584304569,US bases attack Iran
Q4,803,2041570774604017795,14,6.617546407232339,US bases attack Iran
Q4,577,2039510695180468416,15,6.608748179657572,US bases attack Iran
Q4,660,2040772082955595961,16,6.597350917881579,US bases attack Iran
Q4,813,2041603215238594608,17,6.576925495897654,US bases attack Iran
Q4,1173,2044270455406596394,18,6.536547423138317,US bases attack Iran
Q4,808,2041583862732747089,19,6.53613840465653,US bases attack Iran
Q4,682,2041031636561891730,20,6.526014780860921,US bases attack Iran
Q4,587,2039702175493013817,21,6.506822373503233,US bases attack Iran
Q4,1182,2044345792069013761,22,6.459066332634877,US bases attack Iran
Q4,150,1937191397657821586,23,6.396226864974075,US bases attack Iran
Q4,625,2040366837419171895,24,6.383449857849257,US bases attack Iran
Q4,1174,2044272929626575080,25,6.383449857849257,US bases attack Iran
Q4,1223,2044694972495196647,26,6.309550563915638,US bases attack Iran
Q4,762,2041472013743599651,27,6.251060133309067,US bases attack Iran
Q4,816,2041626099197550693,28,6.177901198880166,US bases attack Iran
Q4,1061,2043275331604234371,29,6.172296893164729,US bases attack Iran
Q4,2093,2048557741661434249,30,6.171645976508543,US bases attack Iran
Q4,204,2011588435195085209,31,6.147649658608776,US bases attack Iran
Q4,122,1933781354954551464,32,6.143059388350777,US bases attack Iran
Q4,1123,2043729009272660318,33,6.081234548514884,US bases attack Iran
Q4,400,2033654055461961758,34,6.040447440968367,US bases attack Iran
Q4,765,2041475150059827332,35,6.016011055217128,US bases attack Iran
Q4,369,2031905602104856771,36,5.943349498927457,US bases attack Iran
Q4,713,2041187245726797905,37,5.905206144300763,US bases attack Iran
Q4,2098,2048579620564598852,38,5.878709978792841,US bases attack Iran
Q4,663,2040799039826882648,39,5.835115056809803,US bases attack Iran
Q4,313,2029550245026423186,40,5.746678253613031,US bases attack Iran
Q4,774,2041494977092735021,41,5.746678253613031,US bases attack Iran
Q4,666,2040838004424708259,42,5.729538839274683,US bases attack Iran
Q4,1235,2044799077099962436,43,5.7228842873238115,US bases attack Iran
Q4,1007,2042907173387415818,44,5.694029968605662,US bases attack Iran
